;Unnamed: 0;Pays;Intitule Typologie 1;Question 3 : Y a  t il un sentiment de colere;bin_emotion_T5;Duree_traitement;size_texte;Date de premiere réponse;Prediction;ID
1659;4576;Afghanistan;Réseau consulaire;0;0;90;248;25/01/2022;1;275436
1660;4577;Canada;Réseau consulaire;1;0;340;347;02/10/2022;0;275433
1661;4579;Royaume-uni;Réseau consulaire;0;1;51;883;17/12/2021;1;275430
1662;4580;États-unis;Réseau consulaire;0;0;51;600;17/12/2021;1;275427
1663;4581;Afghanistan;Réseau consulaire;1;0;51;964;17/12/2021;1;275424
1664;4582;Japon;Réseau consulaire;0;0;51;981;17/12/2021;1;275421
1665;4583;Émirats arabes unis;Réseau consulaire;0;1;63;372;29/12/2021;0;275418
1666;4584;Viet nam;Réseau consulaire;0;0;51;574;17/12/2021;1;275415
1667;4585;Australie;Réseau consulaire;1;1;51;593;17/12/2021;0;275409
1668;4586;Canada;Réseau consulaire;0;0;86;601;21/01/2022;0;270111
1669;4587;Afghanistan;Réseau consulaire;0;0;51;148;17/12/2021;1;275406
1670;4588;Canada;Réseau consulaire;1;1;51;665;17/12/2021;0;275403
1671;4589;Canada;Réseau consulaire;1;1;51;517;17/12/2021;0;275400
1672;4590;Afghanistan;Réseau consulaire;0;1;51;368;17/12/2021;1;275397
1673;4591;Nouvelle-zélande;Réseau consulaire;1;0;51;480;17/12/2021;1;275394
1674;4593;Madagascar;Réseau consulaire;1;0;51;810;17/12/2021;0;275391
1675;4596;Maurice;Réseau consulaire;1;1;51;464;17/12/2021;1;275388
1676;4599;Afghanistan;Réseau consulaire;1;0;51;332;17/12/2021;1;275385
1677;4600;Viet nam;Réseau consulaire;1;1;340;505;02/10/2022;1;275382
1678;4603;Mexique;Réseau consulaire;1;1;51;222;17/12/2021;1;275379
1679;4604;Viet nam;Réseau consulaire;1;1;51;173;17/12/2021;1;275376
1680;4606;Afghanistan;Réseau consulaire;1;1;51;875;17/12/2021;1;275373
1681;4607;Rwanda;Réseau consulaire;0;0;51;124;17/12/2021;1;275370
1682;4608;Afghanistan;Franceconnect;0;0;29;382;25/11/2021;0;275367
1683;4609;États-unis;Réseau consulaire;1;0;90;184;25/01/2022;1;275364
1684;4611;Mexique;Réseau consulaire;1;1;51;973;17/12/2021;1;275361
1685;4612;Canada;Réseau consulaire;1;1;51;979;17/12/2021;0;275358
1686;4614;Afghanistan;Réseau consulaire;0;1;51;675;17/12/2021;1;275355
1687;4615;Afghanistan;Réseau consulaire;0;0;51;259;17/12/2021;1;275352
1688;4616;Australie;Réseau consulaire;0;0;51;439;17/12/2021;0;275349
1689;4617;Thaïlande;Réseau consulaire;0;1;51;207;17/12/2021;1;270100
1690;4619;Arabie saoudite;Réseau consulaire;0;0;90;740;25/01/2022;1;275346
1691;4620;États-unis;Réseau consulaire;0;0;90;870;25/01/2022;1;275343
1692;4621;Canada;Service Central d'Etat Civil;0;1;51;490;17/12/2021;1;275340
1693;4622;Afghanistan;Réseau consulaire;1;0;51;362;17/12/2021;1;275337
1694;4623;Afghanistan;Réseau consulaire;1;0;51;123;17/12/2021;1;275334
1695;4883;Suisse;Réseau consulaire;0;0;64;299;30/12/2021;1;275332
1696;4884;Afrique du sud;Réseau consulaire;1;0;64;554;30/12/2021;1;275329
1697;4888;Suisse;Réseau consulaire;1;1;114;350;18/02/2022;1;275326
1698;4889;Émirats arabes unis;Réseau consulaire;1;0;64;681;30/12/2021;0;275323
1699;4891;Canada;Réseau consulaire;0;1;64;139;30/12/2021;0;275320
1700;4892;Israël;Réseau consulaire;1;0;64;576;30/12/2021;1;275317
1701;4893;Luxembourg;Réseau consulaire;1;0;64;341;30/12/2021;0;275314
1702;4895;Australie;Réseau consulaire;1;1;64;508;30/12/2021;0;275311
1703;4897;Afghanistan;Réseau consulaire;0;1;118;268;22/02/2022;1;275308
1704;4899;Suède;Réseau consulaire;1;0;65;512;31/12/2021;0;275305
1705;4900;Espagne;Réseau consulaire;0;0;65;140;31/12/2021;1;275304
1706;4901;Suisse;Réseau consulaire;0;0;65;357;31/12/2021;1;275301
1707;4903;Slovaquie;ANTS;0;0;370;130;01/11/2022;0;275298
1708;4904;Belgique;Réseau consulaire;0;1;65;304;31/12/2021;1;275295
1709;4905;France;Réseau consulaire;0;0;65;200;31/12/2021;0;275292
1710;4906;Royaume-uni;Réseau consulaire;0;0;65;663;31/12/2021;1;275289
1711;4907;Indonésie;Réseau consulaire;1;0;65;989;31/12/2021;1;275286
1712;4908;Norvège;Réseau consulaire;0;0;65;365;31/12/2021;0;275283
1713;4909;Luxembourg;Réseau consulaire;1;0;65;877;31/12/2021;0;275280
1714;4910;Suisse;Réseau consulaire;1;1;65;565;31/12/2021;1;275277
1715;4911;Afghanistan;Réseau consulaire;1;1;114;958;18/02/2022;1;275274
1716;4912;Liban;Réseau consulaire;1;1;65;903;31/12/2021;1;275271
1717;4913;Afghanistan;Réseau consulaire;1;1;65;922;31/12/2021;1;275268
1718;4914;Suisse;Réseau consulaire;1;1;65;90;31/12/2021;1;275265
1719;4915;Espagne;Réseau consulaire;0;0;65;439;31/12/2021;1;275262
1720;4917;Suisse;Réseau consulaire;1;1;65;648;31/12/2021;1;275259
1721;4920;Luxembourg;Réseau consulaire;1;0;114;447;18/02/2022;0;275256
1722;4923;Côte d'ivoire;Réseau consulaire;1;0;371;552;02/11/2022;1;275253
1723;4924;Suisse;Réseau consulaire;1;1;114;270;18/02/2022;1;275250
1724;4927;Royaume-uni;Réseau consulaire;1;0;118;256;22/02/2022;1;275247
1725;4928;Sénégal;Réseau consulaire;1;1;118;759;22/02/2022;0;275244
1726;4930;Royaume-uni;Réseau consulaire;1;1;114;932;18/02/2022;1;275241
1727;4931;Suisse;Réseau consulaire;1;1;118;295;22/02/2022;1;275238
1728;4932;Israël;Réseau consulaire;0;0;118;583;22/02/2022;1;275235
1729;4933;Afghanistan;Réseau consulaire;1;0;118;115;22/02/2022;1;275232
1730;4935;Viet nam;Réseau consulaire;1;1;118;230;22/02/2022;1;275229
1731;4936;Myanmar;Réseau consulaire;0;0;114;674;18/02/2022;1;275226
1732;4938;Madagascar;Réseau consulaire;1;1;249;746;03/07/2022;0;275223
1733;4939;Pays-bas;Réseau consulaire;0;0;117;257;21/02/2022;1;275220
1734;4940;Côte d'ivoire;Réseau consulaire;0;0;65;526;31/12/2021;1;275217
1735;4941;Afghanistan;Réseau consulaire;1;1;65;149;31/12/2021;1;275214
1736;4943;Arabie saoudite;Réseau consulaire;1;0;65;541;31/12/2021;1;275211
1737;4944;Suisse;Réseau consulaire;0;0;65;351;31/12/2021;1;275208
1738;4945;Afghanistan;Réseau consulaire;0;1;65;482;31/12/2021;1;275205
1739;4946;Royaume-uni;Réseau consulaire;1;1;65;458;31/12/2021;1;275202
1740;4947;Suisse;Réseau consulaire;0;0;65;416;31/12/2021;1;275199
1741;4948;Suisse;Réseau consulaire;0;0;65;276;31/12/2021;1;275196
1742;4949;Allemagne;Réseau consulaire;0;0;249;342;03/07/2022;1;275193
1743;4953;Liban;Réseau consulaire;1;1;65;228;31/12/2021;1;275190
1744;4954;France;Réseau consulaire;1;1;118;285;22/02/2022;0;275187
1745;4956;Allemagne;Réseau consulaire;0;0;65;1002;31/12/2021;1;275184
1746;4957;Suisse;Réseau consulaire;0;1;65;337;31/12/2021;1;275181
1747;4958;Allemagne;Réseau consulaire;1;0;50;422;16/12/2021;1;275178
1748;4960;Chine;Réseau consulaire;1;1;117;1012;21/02/2022;1;275175
1749;4962;Espagne;Réseau consulaire;0;0;117;509;21/02/2022;1;275172
1750;4964;Belgique;Réseau consulaire;1;0;118;252;22/02/2022;1;275169
1751;4965;Grèce;Réseau consulaire;0;0;50;145;16/12/2021;0;275166
1752;4966;Belgique;Réseau consulaire;1;0;50;344;16/12/2021;1;275163
1753;4968;Ghana;Réseau consulaire;1;1;280;989;03/08/2022;1;280213
1754;4969;Italie;Réseau consulaire;0;0;280;305;03/08/2022;1;275160
1755;4970;Royaume-uni;Réseau consulaire;0;0;280;556;03/08/2022;1;275157
1756;4971;Belgique;Réseau consulaire;0;1;280;651;03/08/2022;1;275154
1757;4972;Sénégal;Réseau consulaire;1;0;280;611;03/08/2022;0;275151
1758;4973;Afghanistan;Réseau consulaire;0;0;280;238;03/08/2022;1;275148
1759;4974;Afghanistan;Réseau consulaire;1;0;280;859;03/08/2022;1;275145
1760;4975;Madagascar;Réseau consulaire;0;0;280;880;03/08/2022;0;275142
1761;4976;Royaume-uni;Réseau consulaire;1;1;280;389;03/08/2022;1;275139
1762;4977;Suisse;Réseau consulaire;1;0;280;900;03/08/2022;1;275136
1763;4978;États-unis;Réseau consulaire;1;1;280;802;03/08/2022;1;275133
1764;4979;Cambodge;Réseau consulaire;1;0;280;303;03/08/2022;1;280212
1765;4980;Roumanie;Réseau consulaire;0;0;280;600;03/08/2022;1;275130
1766;4982;Afghanistan;Réseau consulaire;1;0;50;368;16/12/2021;1;275127
1767;4985;Algérie;Réseau consulaire;0;0;50;267;16/12/2021;0;275125
1768;4988;Afghanistan;Réseau consulaire;0;0;50;517;16/12/2021;1;280211
1769;4989;Russie, fédération de;Réseau consulaire;1;0;50;276;16/12/2021;0;275122
1770;4992;France;Réseau consulaire;0;0;50;1001;16/12/2021;0;280208
1771;4993;Suisse;Réseau consulaire;1;0;50;167;16/12/2021;1;275119
1772;4995;Royaume-uni;Réseau consulaire;0;0;280;355;03/08/2022;1;275116
1773;4996;Kenya;Réseau consulaire;1;1;50;190;16/12/2021;1;275113
1774;4997;Afghanistan;Réseau consulaire;0;0;50;445;16/12/2021;1;275110
1775;4998;Belgique;Réseau consulaire;0;0;50;701;16/12/2021;1;275107
1776;5000;Espagne;Réseau consulaire;0;0;49;158;15/12/2021;1;275104
1777;5001;Suisse;Réseau consulaire;1;0;49;715;15/12/2021;1;275101
1778;5003;Bénin;Réseau consulaire;0;0;49;441;15/12/2021;1;275098
1779;5004;Suisse;Réseau consulaire;1;0;50;531;16/12/2021;1;275096
1780;5005;Afghanistan;Réseau consulaire;0;0;49;248;15/12/2021;1;275093
1781;5006;Luxembourg;Réseau consulaire;1;1;49;360;15/12/2021;0;275090
1782;5008;Côte d'ivoire;Réseau consulaire;1;1;49;561;15/12/2021;1;275087
1783;5009;Bénin;Réseau consulaire;1;1;50;205;16/12/2021;1;275084
1784;5010;Suisse;Réseau consulaire;1;0;49;990;15/12/2021;1;275081
1785;5011;Royaume-uni;Réseau consulaire;1;1;49;614;15/12/2021;1;275078
1786;5012;Belgique;Réseau consulaire;1;0;280;254;03/08/2022;1;275075
1787;5013;Afghanistan;Réseau consulaire;1;0;49;256;15/12/2021;1;275072
1788;5014;Royaume-uni;Réseau consulaire;1;0;48;167;14/12/2021;1;275069
1789;5018;Allemagne;Réseau consulaire;1;0;49;642;15/12/2021;1;275068
1790;5019;Italie;Réseau consulaire;1;0;49;493;15/12/2021;1;275065
1791;5021;Afghanistan;Réseau consulaire;0;1;65;972;31/12/2021;1;275062
1792;5022;Émirats arabes unis;Réseau consulaire;0;0;49;261;15/12/2021;0;275059
1793;5023;Portugal;Réseau consulaire;1;0;65;217;31/12/2021;1;275056
1794;5025;Espagne;Réseau consulaire;0;1;49;249;15/12/2021;1;275053
1795;5027;Espagne;Réseau consulaire;0;0;280;223;03/08/2022;1;275050
1796;5029;Espagne;Réseau consulaire;1;0;49;565;15/12/2021;1;275047
1797;5030;Irlande;Réseau consulaire;0;0;49;205;15/12/2021;1;275044
1798;5031;Suisse;Réseau consulaire;1;1;280;674;03/08/2022;1;275041
1799;5033;Pays-bas;Réseau consulaire;1;1;49;803;15/12/2021;1;275040
1800;5034;Suisse;Réseau consulaire;0;0;49;572;15/12/2021;1;275037
1801;5035;Portugal;Réseau consulaire;0;0;49;989;15/12/2021;1;275034
1802;5036;Belgique;Réseau consulaire;1;0;49;997;15/12/2021;1;275031
1803;5037;Danemark;Réseau consulaire;1;0;49;582;15/12/2021;1;275028
1804;5038;Royaume-uni;Ministère de l’Europe et des Affaires étrangères (MEAE);0;0;65;519;31/12/2021;1;275025
1805;5039;Royaume-uni;Réseau consulaire;1;1;49;992;15/12/2021;1;275022
1806;5040;Grèce;Réseau consulaire;0;0;49;564;15/12/2021;0;275019
1807;5041;Afghanistan;Réseau consulaire;1;1;49;182;15/12/2021;1;275016
1808;5042;Suisse;Réseau consulaire;1;0;49;300;15/12/2021;1;275013
1809;5043;Suisse;Réseau consulaire;0;1;49;679;15/12/2021;1;275012
1810;5044;Suisse;Réseau consulaire;1;0;280;865;03/08/2022;1;275009
1811;5045;Royaume-uni;Réseau consulaire;1;1;49;490;15/12/2021;1;275006
1812;5047;Suisse;Réseau consulaire;1;1;49;649;15/12/2021;1;275003
1813;5050;Turquie;Réseau consulaire;1;0;49;412;15/12/2021;1;275000
1814;5053;Afghanistan;Réseau consulaire;1;1;49;550;15/12/2021;1;274997
1815;5054;Argentine;Réseau consulaire;0;0;49;259;15/12/2021;1;274994
1816;5057;Thaïlande;Réseau consulaire;1;1;49;128;15/12/2021;1;274991
1817;5058;Afghanistan;Réseau consulaire;1;1;49;205;15/12/2021;1;274988
1818;5060;Portugal;Réseau consulaire;0;0;49;135;15/12/2021;1;274985
1819;5061;Afghanistan;Réseau consulaire;0;0;49;372;15/12/2021;1;274984
1820;5062;Suisse;Réseau consulaire;0;0;49;994;15/12/2021;1;280205
1821;5063;Kazakhstan;Réseau consulaire;1;0;49;764;15/12/2021;1;274981
1822;5065;Allemagne;Réseau consulaire;0;1;49;135;15/12/2021;1;274978
1823;5066;Israël;Réseau consulaire;1;1;49;998;15/12/2021;1;274975
1824;5068;Royaume-uni;Réseau consulaire;0;1;280;504;03/08/2022;1;274972
1825;5069;France;Réseau consulaire;1;0;140;330;16/03/2022;0;274969
1826;5070;Tunisie;Réseau consulaire;1;0;280;629;03/08/2022;1;274966
1827;5071;Liban;Réseau consulaire;1;1;140;597;16/03/2022;1;274963
1828;5073;Espagne;Réseau consulaire;0;0;49;462;15/12/2021;1;274960
1829;5074;Espagne;Réseau consulaire;1;0;49;486;15/12/2021;1;274957
1830;5075;Suède;Réseau consulaire;0;0;49;144;15/12/2021;0;274956
1831;5076;Maroc;Réseau consulaire;1;1;49;1000;15/12/2021;1;274953
1832;5077;Afghanistan;Réseau consulaire;1;1;49;808;15/12/2021;1;274950
1833;5078;Maroc;Réseau consulaire;1;0;140;144;16/03/2022;1;274947
1834;5079;Madagascar;Réseau consulaire;0;0;49;506;15/12/2021;0;274944
1835;5083;Afghanistan;Réseau consulaire;1;1;49;502;15/12/2021;1;274941
1836;5084;Espagne;Réseau consulaire;0;0;49;253;15/12/2021;1;274938
1837;5086;Afghanistan;Réseau consulaire;0;1;49;300;15/12/2021;1;274935
1838;5087;Royaume-uni;Réseau consulaire;0;0;49;784;15/12/2021;1;274932
1839;5088;Espagne;Réseau consulaire;1;1;49;989;15/12/2021;1;274929
1840;5090;Afghanistan;Réseau consulaire;0;0;49;210;15/12/2021;1;274926
1841;5092;Kenya;Réseau consulaire;0;0;49;1006;15/12/2021;1;274923
1842;5094;Allemagne;Réseau consulaire;1;0;49;254;15/12/2021;1;274920
1843;5095;Afghanistan;Réseau consulaire;1;0;50;220;16/12/2021;1;274914
1844;5096;Rwanda;Réseau consulaire;0;0;49;667;15/12/2021;1;274917
1845;5098;Royaume-uni;Réseau consulaire;1;1;49;322;15/12/2021;1;280202
1846;5099;Suisse;Réseau consulaire;1;1;49;707;15/12/2021;1;274911
1847;5100;Suisse;Réseau consulaire;1;0;49;694;15/12/2021;1;274908
1848;5101;Afrique du sud;Réseau consulaire;0;0;49;103;15/12/2021;1;274905
1849;5102;Argentine;Réseau consulaire;0;0;49;307;15/12/2021;1;274902
1850;5103;Afghanistan;Réseau consulaire;1;0;50;328;16/12/2021;1;274899
1851;5104;Suisse;Réseau consulaire;1;1;49;606;15/12/2021;1;274898
1852;5105;Espagne;Réseau consulaire;1;0;49;350;15/12/2021;1;274895
1853;5106;Maurice;Réseau consulaire;0;0;140;344;16/03/2022;1;274892
1854;5107;Côte d'ivoire;Réseau consulaire;1;0;140;881;16/03/2022;1;274889
1855;5108;Mali;Réseau consulaire;1;0;49;993;15/12/2021;1;274886
1856;5109;Angola;Réseau consulaire;1;0;50;359;16/12/2021;1;274883
1857;5110;Allemagne;Réseau consulaire;1;0;50;740;16/12/2021;1;274880
1858;5112;Canada;Réseau consulaire;1;0;50;682;16/12/2021;0;274877
1859;5115;Luxembourg;Réseau consulaire;0;0;50;340;16/12/2021;0;274874
1860;5118;Luxembourg;Réseau consulaire;1;1;50;249;16/12/2021;0;274871
1861;5119;Roumanie;Réseau consulaire;1;0;50;426;16/12/2021;1;274869
1862;5122;Suisse;Réseau consulaire;1;0;140;653;16/03/2022;1;274866
1863;5123;Espagne;Réseau consulaire;1;0;50;416;16/12/2021;1;274863
1864;5125;Russie, fédération de;Réseau consulaire;0;0;50;491;16/12/2021;0;274860
1865;5126;Espagne;Réseau consulaire;1;0;50;619;16/12/2021;1;274857
1866;5127;Bénin;Réseau consulaire;1;0;50;611;16/12/2021;1;274854
1867;5128;Luxembourg;Réseau consulaire;1;1;50;292;16/12/2021;0;274851
1868;5130;Suisse;Réseau consulaire;0;0;65;157;31/12/2021;1;274848
1869;5131;Suisse;Réseau consulaire;0;0;50;395;16/12/2021;1;274845
1870;5133;Suisse;Réseau consulaire;1;0;50;1007;16/12/2021;1;274842
1871;5134;Belgique;Réseau consulaire;0;0;50;353;16/12/2021;1;274840
1872;5135;Suisse;Réseau consulaire;1;0;50;251;16/12/2021;1;274837
1873;5136;Espagne;Réseau consulaire;1;1;50;389;16/12/2021;1;274834
1874;5138;Cambodge;Réseau consulaire;1;0;50;797;16/12/2021;1;274831
1875;5139;Royaume-uni;Réseau consulaire;1;1;50;792;16/12/2021;1;274828
1876;5140;Royaume-uni;Réseau consulaire;1;0;50;910;16/12/2021;1;274825
1877;5141;Suisse;Réseau consulaire;1;1;50;206;16/12/2021;1;274822
1878;5142;Suisse;Réseau consulaire;1;0;50;349;16/12/2021;1;274819
1879;5143;Thaïlande;Réseau consulaire;1;0;65;825;31/12/2021;1;274816
1880;5144;Maurice;Réseau consulaire;0;1;50;713;16/12/2021;1;274813
1881;5148;Israël;Réseau consulaire;1;1;50;188;16/12/2021;1;280200
1882;5149;Belgique;Réseau consulaire;0;0;50;959;16/12/2021;1;274810
1883;5151;Afghanistan;Réseau consulaire;1;1;50;557;16/12/2021;1;274807
1884;5152;Émirats arabes unis;Réseau consulaire;0;0;50;248;16/12/2021;0;274804
1885;5153;Espagne;Réseau consulaire;1;1;50;405;16/12/2021;1;274801
1886;5155;Chine;stationnement.gouv.fr;0;1;339;985;01/10/2022;1;274799
1887;5157;Espagne;Réseau consulaire;1;0;50;282;16/12/2021;1;274796
1888;5159;France;Réseau consulaire;1;0;65;1000;31/12/2021;0;274793
1889;5160;Suisse;Réseau consulaire;0;0;50;101;16/12/2021;1;274790
1890;5161;Royaume-uni;Réseau consulaire;1;0;65;490;31/12/2021;1;274787
1891;5163;Royaume-uni;Réseau consulaire;0;0;65;181;31/12/2021;1;274784
1892;5164;Espagne;Réseau consulaire;1;1;65;800;31/12/2021;1;274781
1893;5165;Russie, fédération de;Réseau consulaire;1;0;65;518;31/12/2021;0;274780
1894;5166;Afghanistan;Réseau consulaire;0;0;65;781;31/12/2021;1;274777
1895;5167;Royaume-uni;Réseau consulaire;1;0;65;613;31/12/2021;1;274774
1896;5168;Suède;Réseau consulaire;0;0;65;337;31/12/2021;0;274768
1897;5169;Niger;Réseau consulaire;1;0;65;232;31/12/2021;1;274765
1898;5170;Pays-bas;Réseau consulaire;0;1;65;634;31/12/2021;1;274762
1899;5171;Australie;Réseau consulaire;1;0;65;463;31/12/2021;0;274760
1900;5172;Suisse;Réseau consulaire;1;1;140;419;16/03/2022;1;274757
1901;5173;Suisse;Réseau consulaire;1;0;140;353;16/03/2022;1;274754
1902;5174;Suisse;Réseau consulaire;1;0;65;773;31/12/2021;1;274751
1903;5175;Afghanistan;Réseau consulaire;1;0;65;944;31/12/2021;1;274748
1904;5177;Allemagne;Réseau consulaire;1;0;65;300;31/12/2021;1;274745
1905;5180;Allemagne;Réseau consulaire;0;0;65;885;31/12/2021;1;274742
1906;5183;Afghanistan;Réseau consulaire;0;0;65;619;31/12/2021;1;274740
1907;5184;Indonésie;Réseau consulaire;1;0;140;1012;16/03/2022;1;274737
1908;5187;Suisse;Réseau consulaire;1;0;65;626;31/12/2021;1;274734
1909;5188;Belgique;Réseau consulaire;1;0;140;385;16/03/2022;1;274731
1910;5190;Espagne;Réseau consulaire;1;1;140;377;16/03/2022;1;274728
1911;5191;Afghanistan;Réseau consulaire;1;0;140;1012;16/03/2022;1;274725
1912;5192;Allemagne;Réseau consulaire;0;0;140;489;16/03/2022;1;274722
1913;5193;Belgique;Réseau consulaire;1;1;140;994;16/03/2022;1;274720
1914;5195;Allemagne;Réseau consulaire;1;0;140;801;16/03/2022;1;274717
1915;5196;Pays-bas;Réseau consulaire;1;0;140;372;16/03/2022;1;274714
1916;5198;Allemagne;Réseau consulaire;1;0;140;448;16/03/2022;1;274711
1917;5199;France;Réseau consulaire;0;0;140;173;16/03/2022;0;274708
1918;5200;Royaume-uni;Réseau consulaire;1;0;140;703;16/03/2022;1;274705
1919;5201;Afghanistan;Réseau consulaire;1;1;140;711;16/03/2022;1;274702
1920;5203;Chine;Réseau consulaire;1;1;140;1001;16/03/2022;1;274700
1921;5204;Espagne;Réseau consulaire;1;0;140;658;16/03/2022;1;274697
1922;5205;Maroc;Réseau consulaire;1;0;140;235;16/03/2022;1;274694
1923;5206;Royaume-uni;Réseau consulaire;1;1;140;352;16/03/2022;1;274691
1924;5207;Lao, république démocratique populaire;Réseau consulaire;0;0;140;504;16/03/2022;1;274688
1925;5208;Afghanistan;Réseau consulaire;1;1;154;106;30/03/2022;1;274685
1926;5209;Suisse;Réseau consulaire;1;0;140;547;16/03/2022;1;274682
1927;5213;Russie, fédération de;Réseau consulaire;1;1;170;997;15/04/2022;0;274676
1928;5214;France;Réseau consulaire;1;0;170;306;15/04/2022;0;274679
1929;5216;Allemagne;Réseau consulaire;1;0;170;719;15/04/2022;1;274673
1930;5217;Royaume-uni;Réseau consulaire;0;0;170;452;15/04/2022;1;274670
1931;5218;Suisse;Réseau consulaire;1;0;170;744;15/04/2022;1;274667
1932;5220;Cameroun;Réseau consulaire;1;1;170;473;15/04/2022;1;274664
1933;5222;Espagne;Réseau consulaire;1;0;170;252;15/04/2022;1;274661
1934;5224;Israël;Réseau consulaire;1;1;175;515;20/04/2022;1;274660
1935;5225;Espagne;Réseau consulaire;1;0;175;475;20/04/2022;1;274657
1936;5226;Espagne;Réseau consulaire;0;1;175;940;20/04/2022;1;274654
1937;5228;Chine;Réseau consulaire;0;1;175;237;20/04/2022;1;274651
1938;5229;Afghanistan;Réseau consulaire;1;0;175;425;20/04/2022;1;274648
1939;5230;Luxembourg;Réseau consulaire;0;0;175;646;20/04/2022;0;274645
1940;5231;Luxembourg;Réseau consulaire;0;0;175;593;20/04/2022;0;274642
1941;5232;Espagne;Réseau consulaire;0;1;175;338;20/04/2022;1;274641
1942;5233;Royaume-uni;Réseau consulaire;1;0;175;150;20/04/2022;1;274638
1943;5234;Suisse;Réseau consulaire;1;0;175;993;20/04/2022;1;274635
1944;5235;Maroc;Réseau consulaire;1;1;170;459;15/04/2022;1;274632
1945;5236;Hong-kong;Réseau consulaire;0;0;175;546;20/04/2022;1;274629
1946;5237;Afghanistan;Réseau consulaire;1;0;175;440;20/04/2022;1;274626
1947;5238;Afrique du sud;Réseau consulaire;1;0;175;832;20/04/2022;1;274623
1948;5239;Espagne;Réseau consulaire;1;0;170;204;15/04/2022;1;274621
1949;5240;Espagne;Réseau consulaire;1;1;175;358;20/04/2022;1;274618
1950;5242;Afghanistan;Réseau consulaire;1;0;175;422;20/04/2022;1;274615
1951;5245;Cambodge;Réseau consulaire;1;0;175;238;20/04/2022;1;274612
1952;5248;Suisse;Réseau consulaire;0;1;175;328;20/04/2022;1;274609
1953;5249;Hong-kong;Réseau consulaire;1;0;175;852;20/04/2022;1;274606
1954;5252;Allemagne;Réseau consulaire;1;0;176;725;21/04/2022;1;274603
1955;5253;Thaïlande;Réseau consulaire;0;0;175;223;20/04/2022;1;274601
1956;5255;Australie;Réseau consulaire;0;0;175;575;20/04/2022;0;274598
1957;5256;Royaume-uni;Réseau consulaire;1;0;175;999;20/04/2022;1;274595
1958;5257;Espagne;Réseau consulaire;0;0;177;855;22/04/2022;1;274592
1959;5258;Royaume-uni;Réseau consulaire;1;1;176;1002;21/04/2022;1;274589
1960;5260;Espagne;Réseau consulaire;1;0;176;360;21/04/2022;1;274586
1961;5261;Afghanistan;Réseau consulaire;0;0;176;447;21/04/2022;1;274583
1962;5263;Israël;Réseau consulaire;1;0;176;621;21/04/2022;1;274580
1963;5264;Royaume-uni;Réseau consulaire;0;0;177;288;22/04/2022;1;274577
1964;5265;Andorre;Réseau consulaire;0;0;180;377;25/04/2022;1;274574
1965;5266;Émirats arabes unis;Réseau consulaire;0;1;180;694;25/04/2022;0;274571
1966;5268;Espagne;Réseau consulaire;0;0;177;333;22/04/2022;1;274568
1967;5269;Suisse;Réseau consulaire;0;0;176;104;21/04/2022;1;274565
1968;5270;Royaume-uni;Réseau consulaire;0;1;176;182;21/04/2022;1;274562
1969;5271;Suisse;Réseau consulaire;1;0;180;993;25/04/2022;1;274559
1970;5272;Grèce;Réseau consulaire;0;0;180;396;25/04/2022;0;274556
1971;5273;Suisse;Réseau consulaire;1;1;180;381;25/04/2022;1;274553
1972;5274;Afghanistan;Réseau consulaire;0;1;180;444;25/04/2022;1;274550
1973;5278;Afghanistan;Réseau consulaire;1;1;181;665;26/04/2022;1;274547
1974;5279;Tunisie;Réseau consulaire;1;0;176;835;21/04/2022;1;274544
1975;5281;Burkina faso;Réseau consulaire;0;0;170;252;15/04/2022;1;274541
1976;5282;Belgique;Réseau consulaire;1;1;180;948;25/04/2022;1;274539
1977;5283;Afghanistan;Réseau consulaire;1;1;170;140;15/04/2022;1;274536
1978;5285;Pologne;Réseau consulaire;1;1;180;815;25/04/2022;1;274533
1979;5287;Suisse;Réseau consulaire;1;0;181;226;26/04/2022;1;274530
1980;5289;Royaume-uni;Réseau consulaire;1;0;181;185;26/04/2022;1;274527
1981;5290;Afghanistan;Réseau consulaire;0;0;181;891;26/04/2022;1;274524
1982;5291;Irlande;Réseau consulaire;1;0;176;410;21/04/2022;1;274521
1983;5293;Liban;Réseau consulaire;0;1;181;838;26/04/2022;1;274519
1984;5294;Indonésie;Réseau consulaire;1;1;181;827;26/04/2022;1;274516
1985;5295;Arabie saoudite;Réseau consulaire;1;1;181;969;26/04/2022;1;274513
1986;5296;Danemark;Réseau consulaire;1;1;181;495;26/04/2022;1;274510
1987;5297;Espagne;Réseau consulaire;0;1;181;988;26/04/2022;1;274507
1988;5298;Irlande;Réseau consulaire;1;0;181;170;26/04/2022;1;274504
1989;5299;Royaume-uni;Réseau consulaire;1;0;181;908;26/04/2022;1;274501
1990;5473;Royaume-uni;Réseau consulaire;1;0;181;771;26/04/2022;1;274498
1991;5474;Maroc;Réseau consulaire;1;1;181;785;26/04/2022;1;274495
1992;5475;Iraq;Réseau consulaire;1;1;182;997;27/04/2022;1;274492
1993;5476;Liban;Réseau consulaire;0;0;182;350;27/04/2022;1;274489
1994;5477;Royaume-uni;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;182;810;27/04/2022;1;274486
1995;5478;Maroc;Ministère de l’Europe et des Affaires étrangères (MEAE);0;0;182;239;27/04/2022;1;274483
1996;5480;Espagne;Réseau consulaire;1;1;182;820;27/04/2022;1;274480
