;Pays;Intitule Typologie 1;Question 3 : Y a  t il un sentiment de colere;bin_emotion_T5;Duree_traitement;size_texte;Date de premiere réponse;Prediction
3210;France;CAF;0;0;32;391;22/10/2021;0
3213;France;COMMISSARIAT DE POLICE;1;1;-41;795;10/08/2021;0
3214;France;Carsat;1;0;-163;371;10/04/2021;0
3217;France;CPAM;1;1;-164;408;10/04/2021;0
3218;Afghanistan;Carsat;1;1;35;1150;26/10/2021;0
3219;France;Franceconnect;0;0;66;870;26/11/2021;0
3220;France;Maprim'renov;1;0;107;1230;06/01/2022;1
3221;France;Maprim'renov;1;1;23;568;14/10/2021;1
3222;France;CNAM;0;0;-164;350;10/04/2021;0
3223;France;DGDDI;0;0;-163;305;11/04/2021;0
3225;France;ANAH;1;1;107;985;06/01/2022;0
3226;France;Pôle d'action économique PAE;0;0;-221;516;12/02/2021;0
3228;France;COMMISSARIAT DE POLICE;0;1;-43;274;10/08/2021;0
3229;France;Service des Impôts des particuliers;1;1;79;861;10/12/2021;0
3230;France;COMMISSARIAT DE POLICE;0;0;-43;627;10/08/2021;0
3231;France;ANAH;1;0;106;918;06/01/2022;0
3232;France;Préfecture;1;0;160;985;01/03/2022;0
3233;France;ANAH;0;0;106;990;06/01/2022;0
3234;France;DGDDI;0;0;57;959;18/11/2021;0
3235;France;Franceconnect;0;1;64;365;25/11/2021;0
3236;France;CNAM;0;0;-165;274;10/04/2021;0
3237;France;COMMISSARIAT DE POLICE;0;0;121;957;21/01/2022;0
3238;France;Région de Gendarmerie;0;1;221;981;01/05/2022;0
3239;France;Defenseur des droits;1;0;154;560;24/02/2022;0
3243;France;ANAH;1;0;105;640;06/01/2022;0
3244;France;Ville - Commune;1;0;82;342;14/12/2021;0
3246;France;Franceconnect;0;0;63;368;25/11/2021;0
3247;France;Service des Impôts des particuliers;1;1;27;984;20/10/2021;0
3248;France;Service-public.fr;0;0;82;211;15/12/2021;0
3250;Afghanistan;DGDDI;0;0;111;315;13/01/2022;1
3252;France;Trésorerie;1;1;26;686;20/10/2021;0
3254;France;Région de Gendarmerie;0;0;52;914;16/11/2021;0
3255;France;Carsat;0;0;-168;306;10/04/2021;0
3256;France;COMMISSARIAT DE POLICE;1;1;116;599;19/01/2022;0
3257;France;Impots.gouv.fr;0;1;24;162;20/10/2021;0
3258;France;Carsat;0;0;32;303;28/10/2021;0
3259;Afghanistan;COMMISSARIAT DE POLICE;0;0;-48;351;10/08/2021;0
3260;France;Service des Impôts des entreprises;1;0;23;954;20/10/2021;0
3262;France;Carsat;0;0;31;982;28/10/2021;0
3263;Afghanistan;Préfecture;1;0;155;793;01/03/2022;0
3264;France;DGDDI;0;0;87;141;23/12/2021;0
3265;France;Carsat;0;0;3;643;30/09/2021;0
3266;France;Service des Impôts des particuliers;1;1;23;654;20/10/2021;0
3267;France;Carsat;0;1;22;282;19/10/2021;0
3268;France;CAF;1;1;84;370;20/12/2021;0
3269;Nouvelle-calédonie;DGFIP;0;0;74;956;11/12/2021;1
3270;France;Carsat;1;0;-171;386;10/04/2021;0
3272;France;Carsat;1;1;30;936;28/10/2021;0
3275;Afghanistan;AGENCE POLE EMPLOI (APE);1;0;2;178;30/09/2021;1
3278;France;CPAM;0;0;-49;642;10/08/2021;0
3279;France;CPAM;1;0;-49;812;10/08/2021;0
3282;France;ANAH;1;0;100;988;06/01/2022;0
3283;France;CPAM;1;0;-49;418;10/08/2021;0
3284;Afghanistan;Service des Impôts des particuliers;1;0;-140;516;11/05/2021;1
3285;France;ANTS;1;0;-261;725;10/01/2021;0
3286;France;AGIRC-ARRCO;0;0;-80;919;10/07/2021;0
3287;France;ANTS;0;0;-261;376;10/01/2021;0
3288;France;CAF;1;1;55;554;22/11/2021;0
3290;France;Carsat;0;0;-171;179;10/04/2021;0
3291;France;ANTS;1;1;-261;495;10/01/2021;0
3293;France;MSA;0;0;398;665;01/11/2022;0
3294;France;Carsat;0;0;-171;930;11/04/2021;0
3295;France;CNAM;1;1;-50;984;10/08/2021;0
3296;France;CNAM;0;0;-50;989;10/08/2021;0
3297;France;CAF;1;1;54;352;22/11/2021;0
3298;Afghanistan;Assurance retraite Ile de France;1;1;15;171;14/10/2021;1
3299;Afghanistan;Service des Impôts des particuliers;1;1;21;858;20/10/2021;1
3301;France;CAF;1;0;50;863;18/11/2021;0
3302;France;Service des Impôts des particuliers;1;0;15;451;14/10/2021;0
3303;France;ANAH;0;0;15;854;14/10/2021;0
3304;France;CAF;0;0;14;626;13/10/2021;0
3308;Polynésie française;CNAV;1;1;90;976;28/12/2021;1
3309;France;ANTS;1;1;-263;574;10/01/2021;0
3311;France;Maprim'renov;1;0;14;566;14/10/2021;1
3312;France;MSA;0;0;-230;415;12/02/2021;0
3313;Afghanistan;Carsat;0;0;94;283;02/01/2022;0
3315;Afghanistan;DGDDI;0;0;312;680;18/11/2021;1
3317;France;CAF;1;1;278;750;15/10/2021;0
3319;Afghanistan;COMMISSARIAT DE POLICE;1;1;304;151;10/11/2021;1
3320;Afghanistan;MSA;0;1;282;738;19/11/2021;1
3321;France;MSA;1;1;282;579;19/11/2021;0
3323;Afghanistan;Impots.gouv.fr;0;0;252;241;20/10/2021;0
3324;France;Amendes.gouv.fr;0;1;304;618;11/12/2021;0
3325;France;ANTAI;1;1;303;996;10/12/2021;0
3326;France;Cadastre.gouv.fr;0;1;224;722;20/10/2021;0
3327;France;Trésorerie;0;1;224;859;20/10/2021;0
3328;France;Impots.gouv.fr;1;0;276;341;11/12/2021;0
3329;France;CROUS;1;0;-58;612;11/02/2021;0
3330;France;Carsat;1;0;194;938;21/10/2021;0
3331;Afghanistan;Carsat;1;0;199;294;26/10/2021;0
3332;Afghanistan;Trésorerie;1;1;244;987;10/12/2021;1
3333;France;MSA;1;0;154;646;11/09/2021;0
3334;Canada;Carsat;1;0;195;424;22/10/2021;0
3335;France;CAF;0;0;254;518;20/12/2021;0
3337;France;Service des Impôts des particuliers;1;0;193;648;20/10/2021;0
3340;Afghanistan;CAF;1;1;161;650;18/10/2021;1
3343;Afghanistan;ANAH;0;1;157;846;14/10/2021;1
3344;Afghanistan;Service-public.fr;0;0;218;177;14/12/2021;0
3347;France;CAF;1;0;268;851;05/03/2022;0
3348;France;Carsat;0;0;153;177;10/11/2021;0
3349;France;CAF;0;1;153;806;10/11/2021;0
3350;France;CAF;1;1;390;457;04/08/2022;0
3351;France;CAF;1;0;-28;999;12/06/2021;0
3353;France;Centre des Impôts Foncier;1;1;102;288;20/10/2021;0
3355;Afghanistan;Caisse régionale URSSAF;0;1;176;779;02/01/2022;1
3356;France;Rectorat;1;1;199;379;25/01/2022;0
3359;Afghanistan;Carsat;0;0;129;492;16/11/2021;0
3360;Afghanistan;Chèque énergie;0;1;-148;997;12/02/2021;1
3361;France;MSA;0;1;-148;636;12/02/2021;0
3362;France;Service des Impôts des particuliers;1;0;102;730;20/10/2021;0
3363;France;Carsat;1;0;131;190;18/11/2021;0
3364;Afghanistan;Impots.gouv.fr;0;1;131;351;18/11/2021;0
3365;France;CAF;1;0;167;925;24/12/2021;0
3366;France;Ministère de l’Europe et des Affaires étrangères (MEAE);0;0;162;291;19/01/2022;0
3373;France;Direction régionale DR;0;0;164;157;21/01/2022;0
3376;France;COMMISSARIAT DE POLICE;0;1;70;987;19/11/2021;0
3380;France;Carsat;0;0;3;105;13/10/2021;0
3382;France;Moncommissariat.fr;0;1;8;297;18/11/2021;0
3384;France;Service des Impôts des particuliers;1;0;34;538;14/12/2021;0
3385;France;ANTS;0;0;-20;507;21/10/2021;0
3386;France;AGENCE POLE EMPLOI (APE);1;1;30;451;10/12/2021;1
3388;Afghanistan;ANAH;1;0;57;626;06/01/2022;1
3389;France;CPAM;0;0;6;780;16/11/2021;0
3390;France;CAF;1;1;9;418;19/11/2021;0
3391;Afghanistan;Carsat;0;0;6;223;16/11/2021;0
3393;Afghanistan;Carsat;0;0;-28;176;13/10/2021;0
3394;France;Moncommissariat.fr;0;0;0;110;10/12/2021;0
3396;France;Service-public.fr;1;0;4;534;14/12/2021;0
3397;Afghanistan;Carsat;1;1;-18;566;22/11/2021;0
3398;France;ANTS;1;1;-21;810;19/11/2021;0
3399;France;Service des Impôts des particuliers;1;1;39;582;18/01/2022;0
3400;Afghanistan;Impots.gouv.fr;1;0;356;848;01/12/2022;0
3575;France;MSA;1;0;-257;942;11/02/2021;0
3578;Australie;DGFIP;1;0;46;999;11/12/2021;1
3581;Belgique;Réseau consulaire;0;0;28;433;23/11/2021;1
3582;Allemagne;Réseau consulaire;1;0;62;525;27/12/2021;1
3585;Afrique du sud;Réseau consulaire;1;0;46;656;11/12/2021;1
3586;Afghanistan;Réseau consulaire;1;0;34;520;29/11/2021;1
3587;Allemagne;Réseau consulaire;1;0;30;218;25/11/2021;1
3588;Canada;Réseau consulaire;1;0;-45;207;11/09/2021;0
3589;Belgique;Réseau consulaire;1;0;-228;980;12/03/2021;0
3590;Afghanistan;Réseau consulaire;1;0;46;115;11/12/2021;1
3591;Afghanistan;Réseau consulaire;1;1;30;437;25/11/2021;1
3593;Canada;Réseau consulaire;1;1;31;228;26/11/2021;0
3594;Afrique du sud;Service-public.fr;0;0;113;253;16/02/2022;0
3596;Canada;Réseau consulaire;0;1;-256;370;12/02/2021;0
3597;Espagne;Réseau consulaire;0;0;-15;137;11/10/2021;0
3598;Belgique;Réseau consulaire;0;0;46;247;11/12/2021;1
3599;Canada;Réseau consulaire;1;0;31;323;26/11/2021;0
3600;Espagne;Réseau consulaire;1;1;62;274;27/12/2021;1
3601;Allemagne;Réseau consulaire;0;0;62;604;27/12/2021;1
3602;Brésil;Réseau consulaire;0;0;62;781;27/12/2021;0
3603;Canada;Réseau consulaire;1;1;62;959;27/12/2021;0
3604;Pérou;Réseau consulaire;1;1;62;279;27/12/2021;1
3605;Espagne;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;62;539;27/12/2021;1
3606;Canada;Réseau consulaire;0;0;34;210;29/11/2021;0
3607;Belgique;Ministère de l’Europe et des Affaires étrangères (MEAE);0;1;62;489;27/12/2021;1
3611;Canada;Réseau consulaire;0;0;62;300;27/12/2021;0
3614;Canada;Réseau consulaire;0;0;28;527;23/11/2021;0
3615;Allemagne;Réseau consulaire;0;0;-44;400;12/09/2021;0
3616;Canada;Réseau consulaire;0;0;62;607;27/12/2021;0
3618;Allemagne;Réseau consulaire;0;0;62;373;27/12/2021;1
3620;Belgique;Réseau consulaire;0;0;-256;722;12/02/2021;0
3622;Espagne;Réseau consulaire;1;0;30;946;25/11/2021;1
3623;Allemagne;Réseau consulaire;0;0;46;234;11/12/2021;1
3624;Italie;Réseau consulaire;1;1;31;169;26/11/2021;1
3626;Madagascar;Réseau consulaire;0;0;62;42;27/12/2021;0
3627;Espagne;Réseau consulaire;0;0;62;300;27/12/2021;1
3628;Maroc;Réseau consulaire;0;0;85;371;19/01/2022;1
3629;Canada;Réseau consulaire;0;0;46;135;11/12/2021;0
3630;Espagne;ANTS;0;0;-76;593;11/08/2021;0
3631;Allemagne;Réseau consulaire;1;1;31;186;26/11/2021;1
3632;Finlande;Réseau consulaire;1;0;46;186;11/12/2021;1
3633;Maroc;Réseau consulaire;1;0;-256;353;12/02/2021;0
3634;Canada;Réseau consulaire;1;1;62;468;27/12/2021;0
3635;Allemagne;Réseau consulaire;1;0;31;532;26/11/2021;1
3636;Afghanistan;Réseau consulaire;1;0;-287;776;12/01/2021;1
3637;États-unis;Réseau consulaire;1;1;34;740;29/11/2021;1
3638;Italie;Réseau consulaire;1;1;34;666;29/11/2021;1
3640;Maroc;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;-44;318;12/09/2021;1
3643;Canada;Réseau consulaire;1;0;62;689;27/12/2021;0
3646;Cambodge;Réseau consulaire;0;1;-44;493;12/09/2021;1
3647;Maroc;Réseau consulaire;1;0;34;844;29/11/2021;1
3650;États-unis;Réseau consulaire;1;0;-44;990;12/09/2021;1
3651;Mexique;Réseau consulaire;1;0;30;744;25/11/2021;1
3652;Maroc;Réseau consulaire;0;0;34;410;29/11/2021;1
3653;Royaume-uni;Réseau consulaire;0;0;-287;676;12/01/2021;0
3654;Royaume-uni;Réseau consulaire;1;0;-256;988;12/02/2021;0
3655;Royaume-uni;Réseau consulaire;1;0;-287;313;12/01/2021;0
3656;Italie;Réseau consulaire;0;1;-287;805;12/01/2021;1
3658;Luxembourg;Réseau consulaire;1;0;-287;995;12/01/2021;1
3659;Antilles néerlandaises;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;30;740;25/11/2021;1
3661;Royaume-uni;Réseau consulaire;1;0;-287;299;12/01/2021;0
3662;Canada;Réseau consulaire;0;1;-287;151;12/01/2021;0
3663;Royaume-uni;Réseau consulaire;0;1;85;248;19/01/2022;1
3664;Canada;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;-44;343;12/09/2021;1
3665;Afghanistan;Réseau consulaire;1;1;85;286;19/01/2022;1
3666;Luxembourg;Réseau consulaire;0;0;49;219;14/12/2021;0
3667;Côte d'ivoire;Réseau consulaire;1;0;49;647;14/12/2021;1
3668;Royaume-uni;Réseau consulaire;0;1;49;214;14/12/2021;1
3669;Maurice;Réseau consulaire;0;0;49;910;14/12/2021;1
3670;États-unis;Réseau consulaire;1;0;49;762;14/12/2021;1
3671;Afghanistan;Réseau consulaire;0;1;49;822;14/12/2021;1
3672;Royaume-uni;Réseau consulaire;0;0;49;274;14/12/2021;1
3676;Royaume-uni;Réseau consulaire;1;1;-44;553;12/09/2021;0
3677;Autriche;Réseau consulaire;1;1;-44;487;12/09/2021;1
3679;Canada;Ministère de l’Europe et des Affaires étrangères (MEAE);0;1;-44;363;12/09/2021;1
3680;Espagne;Réseau consulaire;1;1;-44;357;12/09/2021;0
3681;Royaume-uni;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;-44;1005;12/09/2021;1
3683;Royaume-uni;Réseau consulaire;1;0;-44;461;12/09/2021;0
3685;Belgique;AGIRC-ARRCO;0;0;92;998;26/01/2022;0
3687;Espagne;Réseau consulaire;1;1;-44;350;12/09/2021;0
3688;Italie;Réseau consulaire;1;0;-44;439;12/09/2021;1
3689;Royaume-uni;Réseau consulaire;1;1;49;221;14/12/2021;1
3691;Finlande;Réseau consulaire;1;1;-44;204;12/09/2021;1
3692;Espagne;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;49;337;14/12/2021;1
3693;Émirats arabes unis;Réseau consulaire;0;1;-44;665;12/09/2021;0
3694;Afghanistan;Réseau consulaire;0;0;-44;527;12/09/2021;1
3695;Afghanistan;Réseau consulaire;1;0;-44;476;12/09/2021;1
3696;Brésil;Réseau consulaire;1;1;-44;821;12/09/2021;0
3697;États-unis;Réseau consulaire;1;0;-44;998;12/09/2021;1
3698;Italie;Réseau consulaire;1;1;49;235;14/12/2021;1
3699;Italie;Réseau consulaire;1;0;49;367;14/12/2021;1
3700;Royaume-uni;Réseau consulaire;1;0;-44;212;12/09/2021;0
3701;Royaume-uni;Réseau consulaire;0;0;62;269;27/12/2021;1
3702;Autriche;Réseau consulaire;0;1;-256;574;12/02/2021;1
3703;Royaume-uni;Réseau consulaire;0;0;-287;504;12/01/2021;0
3705;Royaume-uni;Réseau consulaire;1;0;49;319;14/12/2021;1
3708;Luxembourg;Réseau consulaire;1;0;-44;584;12/09/2021;1
3711;Tunisie;Réseau consulaire;0;0;-44;704;12/09/2021;1
3712;Algérie;Réseau consulaire;0;0;-44;305;12/09/2021;0
3715;Espagne;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;-44;222;12/09/2021;1
3716;Canada;Réseau consulaire;1;0;-44;163;12/09/2021;0
3717;États-unis;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;-44;844;12/09/2021;1
3718;Royaume-uni;Réseau consulaire;0;0;-14;512;12/10/2021;0
3719;États-unis;Réseau consulaire;0;0;-44;459;12/09/2021;1
3720;Royaume-uni;Réseau consulaire;1;1;-44;426;12/09/2021;0
3721;Suisse;Réseau consulaire;1;1;-44;186;12/09/2021;1
3723;Royaume-uni;Réseau consulaire;0;1;-14;540;12/10/2021;0
3724;Royaume-uni;Réseau consulaire;1;1;-14;266;12/10/2021;0
3726;Togo;Réseau consulaire;1;1;49;990;14/12/2021;1
3727;Pologne;Réseau consulaire;0;0;49;411;14/12/2021;1
3728;Royaume-uni;Réseau consulaire;0;0;-287;644;12/01/2021;0
3729;Italie;Réseau consulaire;1;0;-14;278;12/10/2021;1
3731;Royaume-uni;Réseau consulaire;0;1;-14;249;12/10/2021;0
3732;Royaume-uni;Réseau consulaire;0;0;-14;685;12/10/2021;0
3733;Singapour;Réseau consulaire;1;1;49;567;14/12/2021;1
3734;Israël;Réseau consulaire;1;1;-14;254;12/10/2021;1
3735;Maroc;Réseau consulaire;0;0;-14;320;12/10/2021;0
3736;Sénégal;Réseau consulaire;1;0;49;981;14/12/2021;0
3737;Luxembourg;Réseau consulaire;1;0;-14;450;12/10/2021;1
3741;Australie;Réseau consulaire;1;1;-287;171;12/01/2021;0
3742;Brésil;Réseau consulaire;1;1;-14;984;12/10/2021;0
3744;Royaume-uni;Réseau consulaire;0;0;-14;209;12/10/2021;0
3745;Royaume-uni;Réseau consulaire;0;1;-14;182;12/10/2021;0
3746;Royaume-uni;Réseau consulaire;1;1;-14;992;12/10/2021;0
3748;Royaume-uni;Réseau consulaire;0;0;-14;552;12/10/2021;0
3750;Irlande;Réseau consulaire;1;1;49;414;14/12/2021;1
3752;Canada;Réseau consulaire;1;1;-14;996;12/10/2021;0
3753;Royaume-uni;Réseau consulaire;1;0;-14;279;12/10/2021;0
3754;Sénégal;Réseau consulaire;1;0;-14;940;12/10/2021;0
3756;France;Réseau consulaire;0;1;49;303;14/12/2021;0
3757;France;Réseau consulaire;1;0;49;796;14/12/2021;0
3758;France;Réseau consulaire;0;0;49;518;14/12/2021;0
3759;Royaume-uni;Carsat;0;1;51;964;16/12/2021;0
3760;Royaume-uni;Réseau consulaire;0;1;49;833;14/12/2021;1
3761;Allemagne;Réseau consulaire;1;0;49;982;14/12/2021;1
3762;Suisse;Réseau consulaire;0;0;49;125;14/12/2021;1
3763;Afghanistan;AGIRC-ARRCO;1;0;-168;330;11/05/2021;1
3764;France;Réseau consulaire;1;0;49;531;14/12/2021;0
3765;États-unis;Réseau consulaire;1;1;51;650;16/12/2021;1
3766;Royaume-uni;Réseau consulaire;0;1;49;388;14/12/2021;1
3767;Luxembourg;Réseau consulaire;0;0;51;253;16/12/2021;0
3768;Royaume-uni;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;49;597;14/12/2021;1
3770;Brésil;Réseau consulaire;1;0;-14;528;12/10/2021;0
3773;Italie;Réseau consulaire;1;0;49;918;14/12/2021;1
3776;Bulgarie;Réseau consulaire;1;0;49;404;14/12/2021;1
3777;Italie;Réseau consulaire;1;1;-14;167;12/10/2021;1
3780;Israël;Réseau consulaire;1;1;49;351;14/12/2021;1
3781;Portugal;Réseau consulaire;1;1;-14;238;12/10/2021;1
3782;Haïti;Réseau consulaire;1;1;51;999;16/12/2021;1
3783;Roumanie;Réseau consulaire;0;0;29;658;24/11/2021;1
3784;Espagne;Réseau consulaire;1;0;51;275;16/12/2021;1
3785;Argentine;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;51;796;16/12/2021;1
3786;Afrique du sud;Réseau consulaire;1;0;85;213;19/01/2022;1
3788;Espagne;Réseau consulaire;0;0;-14;166;12/10/2021;0
3789;Israël;Réseau consulaire;1;0;-228;749;12/03/2021;1
3791;Espagne;Réseau consulaire;1;0;-228;784;12/03/2021;0
3792;Allemagne;Réseau consulaire;0;0;-256;803;12/02/2021;0
3793;Italie;Réseau consulaire;0;0;85;909;19/01/2022;1
3794;Royaume-uni;Réseau consulaire;1;0;-256;584;12/02/2021;0
3796;Royaume-uni;Réseau consulaire;0;0;-287;41;12/01/2021;0
3797;Allemagne;Réseau consulaire;0;1;51;438;16/12/2021;1
3798;Italie;Réseau consulaire;1;0;51;396;16/12/2021;1
3799;Canada;Réseau consulaire;1;1;51;632;16/12/2021;0
3800;Sénégal;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;51;997;16/12/2021;1
3801;Afghanistan;Réseau consulaire;0;0;51;164;16/12/2021;1
3802;Canada;Réseau consulaire;0;0;51;377;16/12/2021;0
3806;Danemark;Réseau consulaire;1;1;51;769;16/12/2021;1
3807;Allemagne;Réseau consulaire;1;0;51;104;16/12/2021;1
3809;Canada;Réseau consulaire;0;0;51;356;16/12/2021;0
3810;Algérie;Réseau consulaire;1;0;51;866;16/12/2021;0
3811;États-unis;Réseau consulaire;1;0;62;206;27/12/2021;1
3813;États-unis;Réseau consulaire;0;0;-14;483;12/10/2021;1
3817;France;Réseau consulaire;1;1;-287;306;12/01/2021;0
3818;États-unis;Réseau consulaire;1;0;-14;202;12/10/2021;1
3819;France;Réseau consulaire;1;0;51;667;16/12/2021;0
3821;Espagne;Réseau consulaire;0;1;-14;334;12/10/2021;0
3822;Royaume-uni;Réseau consulaire;0;0;-14;148;12/10/2021;0
3823;Brésil;Réseau consulaire;0;1;-14;606;12/10/2021;0
3824;Espagne;Réseau consulaire;0;0;-14;815;12/10/2021;0
3825;Suisse;Réseau consulaire;1;0;49;860;14/12/2021;1
3826;France;Réseau consulaire;0;0;-287;994;12/01/2021;0
3827;Canada;Réseau consulaire;0;0;-14;193;12/10/2021;0
3828;Allemagne;Réseau consulaire;0;0;30;649;25/11/2021;1
3829;Espagne;Réseau consulaire;1;0;30;429;25/11/2021;1
3830;États-unis;Réseau consulaire;1;1;30;1000;25/11/2021;1
3831;Royaume-uni;Réseau consulaire;1;0;30;216;25/11/2021;1
3832;Chili;Réseau consulaire;1;1;86;396;20/01/2022;1
3833;Allemagne;Réseau consulaire;1;0;30;937;25/11/2021;1
3835;Maroc;Réseau consulaire;1;0;49;814;14/12/2021;1
3838;Belgique;Réseau consulaire;1;0;51;115;16/12/2021;1
3841;États-unis;Réseau consulaire;1;0;51;159;16/12/2021;1
3842;Algérie;CAF;1;0;34;721;29/11/2021;0
3845;Espagne;Réseau consulaire;1;0;49;548;14/12/2021;1
3846;Royaume-uni;Réseau consulaire;1;0;30;134;25/11/2021;1
3847;Tunisie;Ministère de l’Europe et des Affaires étrangères (MEAE);0;1;51;205;16/12/2021;1
3848;France;Réseau consulaire;1;0;-287;492;12/01/2021;0
3849;Grèce;Réseau consulaire;0;0;51;261;16/12/2021;0
3850;États-unis;Réseau consulaire;0;0;62;330;27/12/2021;1
3851;États-unis;Réseau consulaire;0;0;-287;820;12/01/2021;1
3853;États-unis;Réseau consulaire;0;0;-287;856;12/01/2021;1
3854;Luxembourg;Réseau consulaire;1;0;-256;889;12/02/2021;1
3856;États-unis;Réseau consulaire;1;0;-256;344;12/02/2021;1
3857;Allemagne;Réseau consulaire;0;0;-287;157;12/01/2021;0
3858;Afghanistan;Réseau consulaire;0;1;-256;581;12/02/2021;1
3859;États-unis;Ministère de l’Europe et des Affaires étrangères (MEAE);0;0;-14;237;12/10/2021;1
3861;Afghanistan;Réseau consulaire;0;0;177;920;21/04/2022;1
3862;Espagne;Ministère de l’Europe et des Affaires étrangères (MEAE);0;0;-14;609;12/10/2021;1
3863;Mexique;Réseau consulaire;0;0;49;557;14/12/2021;1
3864;Argentine;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;62;638;27/12/2021;1
3865;Afghanistan;Réseau consulaire;1;0;85;247;19/01/2022;1
3866;Espagne;Réseau consulaire;0;0;85;381;19/01/2022;1
3867;Espagne;Réseau consulaire;1;0;85;157;19/01/2022;1
3871;Grèce;Réseau consulaire;1;0;-287;138;12/01/2021;1
3872;États-unis;Réseau consulaire;1;1;-287;945;12/01/2021;1
3874;Belgique;Réseau consulaire;1;1;-287;603;12/01/2021;0
3875;France;CAF;1;1;34;999;29/11/2021;0
3876;Maurice;Réseau consulaire;1;0;62;142;27/12/2021;1
3878;France;Réseau consulaire;1;0;85;285;19/01/2022;0
3880;Chine;Réseau consulaire;1;0;86;214;20/01/2022;1
3882;Portugal;Réseau consulaire;1;1;-287;342;12/01/2021;1
3883;États-unis;Réseau consulaire;1;0;86;996;20/01/2022;1
3884;États-unis;Réseau consulaire;1;0;62;518;27/12/2021;1
3886;Cameroun;Réseau consulaire;0;0;28;729;23/11/2021;1
3887;États-unis;Réseau consulaire;0;0;86;118;20/01/2022;1
3888;États-unis;Réseau consulaire;0;0;30;838;25/11/2021;1
3889;Norvège;Réseau consulaire;0;0;30;448;25/11/2021;0
3890;France;ANTS;0;0;28;225;23/11/2021;0
3891;Afghanistan;Réseau consulaire;1;1;30;260;25/11/2021;1
3892;France;Réseau consulaire;1;0;85;976;19/01/2022;0
3893;Mexique;Réseau consulaire;1;1;30;736;25/11/2021;1
3894;États-unis;Réseau consulaire;0;0;30;415;25/11/2021;1
3895;Pérou;Réseau consulaire;0;0;85;189;19/01/2022;1
3896;Belgique;Ministère de l’Europe et des Affaires étrangères (MEAE);0;0;85;130;19/01/2022;1
3897;Sénégal;Réseau consulaire;0;0;86;216;20/01/2022;0
3898;États-unis;Réseau consulaire;1;0;30;749;25/11/2021;1
3900;Liban;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;62;1020;27/12/2021;1
3903;Dominicaine, république;Réseau consulaire;1;1;51;495;16/12/2021;1
3906;Espagne;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;62;189;27/12/2021;1
3907;Argentine;Réseau consulaire;1;0;49;179;14/12/2021;1
3910;Italie;Réseau consulaire;1;0;51;322;16/12/2021;1
3911;Royaume-uni;Réseau consulaire;1;0;49;552;14/12/2021;1
3912;Royaume-uni;Réseau consulaire;1;0;49;189;14/12/2021;1
3913;Allemagne;Réseau consulaire;0;1;51;442;16/12/2021;1
3914;Luxembourg;Réseau consulaire;0;0;49;948;14/12/2021;0
3915;Suisse;Réseau consulaire;1;1;49;256;14/12/2021;1
3916;Canada;Réseau consulaire;1;1;49;873;14/12/2021;0
3918;États-unis;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;49;473;14/12/2021;1
3919;France;Réseau consulaire;1;1;49;682;14/12/2021;0
3921;Allemagne;Réseau consulaire;0;0;341;537;02/10/2022;1
3922;États-unis;Réseau consulaire;0;0;51;886;16/12/2021;1
3923;Maroc;Réseau consulaire;1;0;51;906;16/12/2021;1
3924;États-unis;Réseau consulaire;1;0;-228;724;12/03/2021;1
3926;Afghanistan;Réseau consulaire;1;0;341;974;02/10/2022;1
3927;Madagascar;Réseau consulaire;0;1;62;255;27/12/2021;0
3928;Royaume-uni;Réseau consulaire;1;1;62;833;27/12/2021;1
3929;Norvège;Réseau consulaire;1;1;62;997;27/12/2021;0
3930;Suisse;Réseau consulaire;0;0;-14;300;12/10/2021;1
3931;Israël;Réseau consulaire;1;0;341;340;02/10/2022;1
3932;Suisse;Réseau consulaire;1;0;-14;804;12/10/2021;1
3936;Suisse;Réseau consulaire;1;1;49;268;14/12/2021;1
3937;Australie;Réseau consulaire;1;0;49;669;14/12/2021;0
3939;Portugal;Réseau consulaire;1;1;-14;491;12/10/2021;1
3940;Allemagne;Réseau consulaire;0;0;28;253;23/11/2021;1
3941;Royaume-uni;Réseau consulaire;1;1;-14;836;12/10/2021;0
3943;Maroc;Réseau consulaire;0;0;49;275;14/12/2021;1
3945;Émirats arabes unis;Réseau consulaire;1;1;49;336;14/12/2021;0
3947;Allemagne;Réseau consulaire;0;0;49;277;14/12/2021;1
3948;Russie, fédération de;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;49;988;14/12/2021;1
3949;Royaume-uni;Réseau consulaire;1;0;49;978;14/12/2021;1
3951;Allemagne;Réseau consulaire;0;1;49;187;14/12/2021;1
